iter	F1	Logloss
1148	1	0.005053640498
1149	1	0.005053613709
1150	1	0.005053599025
1151	1	0.005053561307
1152	1	0.005053523641
1153	1	0.00505340827
1154	1	0.005053337671
1155	1	0.005052999425
1156	1	0.00502950794
1157	1	0.005029469046
1158	1	0.005008530567
1159	1	0.005008179687
1160	1	0.00500644463
1161	1	0.005006396687
1162	1	0.005006386278
1163	1	0.005006379448
1164	1	0.005006293264
1165	1	0.00500623045
1166	1	0.005006059979
1167	1	0.005006025695
1168	1	0.00500596875
1169	1	0.004994777695
1170	1	0.004994772624
1171	1	0.004994767915
1172	1	0.00499473272
1173	1	0.004994508039
1174	1	0.004994499951
1175	1	0.004994361215
1176	1	0.004994358719
1177	1	0.004991167195
1178	1	0.004991094533
1179	1	0.004991041745
1180	1	0.004991014452
1181	1	0.00499094172
1182	1	0.004990840444
1183	1	0.004980173155
1184	1	0.004980126999
1185	1	0.004974706642
1186	1	0.004974402163
1187	1	0.004974366765
1188	1	0.004974178005
1189	1	0.004974131358
1190	1	0.004967771153
1191	1	0.004967771153
1192	1	0.00496775253
1193	1	0.004967702889
1194	1	0.00496764019
1195	1	0.004967501912
1196	1	0.004967474838
1197	1	0.004967453727
1198	1	0.004967418433
1199	1	0.004967349279
1200	1	0.004967241457
1201	1	0.00496723418
1202	1	0.004967200764
1203	1	0.004966450647
1204	1	0.004966381671
1205	1	0.004966339119
1206	1	0.004966284604
1207	1	0.004961562778
1208	1	0.004961514707
1209	1	0.004961476755
1210	1	0.004961450189
1211	1	0.004961365847
1212	1	0.004961296083
1213	1	0.004961217075
1214	1	0.004961200067
1215	1	0.004960380692
1216	1	0.004960370779
1217	1	0.004957766168
1218	1	0.004957702336
1219	1	0.004957702336
1220	1	0.004957690363
1221	1	0.004957628152
1222	1	0.004957599049
1223	1	0.004957585556
1224	1	0.004957314288
1225	1	0.004957249246
1226	1	0.004957215277
1227	1	0.004957207391
1228	1	0.004956915924
1229	1	0.004935920264
1230	1	0.004935805613
1231	1	0.004935799265
1232	1	0.004935777837
1233	1	0.004935728622
1234	1	0.004935642898
1235	1	0.004935612146
1236	1	0.004935577564
1237	1	0.0049355626
1238	1	0.004935466439
1239	1	0.004935353612
1240	1	0.004935318757
1241	1	0.004935273087
1242	1	0.004935257609
1243	1	0.004935184131
1244	1	0.004935174918
1245	1	0.004935137285
1246	1	0.004935011469
1247	1	0.004917120289
1248	1	0.004917116999
1249	1	0.004917093904
1250	1	0.004917044001
1251	1	0.004916859051
1252	1	0.00491685281
1253	1	0.004916800539
1254	1	0.004908898782
1255	1	0.004908894173
1256	1	0.004908867209
1257	1	0.004908814578
1258	1	0.00490872191
1259	1	0.004908628449
1260	1	0.004908521716
1261	1	0.004908503204
1262	1	0.004908391675
1263	1	0.004908380182
1264	1	0.004908370034
1265	1	0.004908370034
1266	1	0.004908260831
1267	1	0.004908248068
1268	1	0.004908189224
1269	1	0.00490814227
1270	1	0.004892372939
1271	1	0.004892288456
1272	1	0.004892265178
1273	1	0.004886760782
1274	1	0.004886747764
1275	1	0.004886421787
1276	1	0.004886329649
1277	1	0.004886325099
1278	1	0.004886318354
1279	1	0.004886193642
1280	1	0.004886108439
1281	1	0.004886075742
1282	1	0.004886071478
1283	1	0.004886060305
1284	1	0.004886052984
1285	1	0.004886028892
1286	1	0.004885980842
1287	1	0.004885937857
1288	1	0.004857906619
1289	1	0.004848210715
1290	1	0.00484805201
1291	1	0.004847970695
1292	1	0.004847970695
1293	1	0.004831078327
1294	1	0.004831063183
1295	1	0.004830811514
1296	1	0.004830699266
1297	1	0.004830523281
1298	1	0.004830501264
1299	1	0.004830490181
1300	1	0.004830490181
1301	1	0.004830470865
1302	1	0.004830342481
1303	1	0.004830337941
1304	1	0.004829857169
1305	1	0.004829762266
1306	1	0.004829723863
1307	1	0.004829692876
1308	1	0.004829688193
1309	1	0.004807970545
1310	1	0.004807882202
1311	1	0.004791771472
1312	1	0.004791755683
1313	1	0.004791745284
1314	1	0.004791725393
1315	1	0.004791700377
1316	1	0.004791693712
1317	1	0.00479167735
1318	1	0.004791627581
1319	1	0.004791453219
1320	1	0.004791335886
1321	1	0.004791236699
1322	1	0.004791091932
1323	1	0.00478520667
1324	1	0.00478520667
1325	1	0.004773486431
1326	1	0.004773462927
1327	1	0.00477342521
1328	1	0.004773367448
1329	1	0.004773337656
1330	1	0.004773333336
1331	1	0.004773285438
1332	1	0.00477327655
1333	1	0.004773266916
1334	1	0.004773230678
1335	1	0.004773215693
1336	1	0.004772947946
1337	1	0.004772773175
1338	1	0.004772773175
1339	1	0.004772759289
1340	1	0.004772759289
1341	1	0.004772663867
1342	1	0.004772660411
1343	1	0.004772647017
1344	1	0.00477252584
1345	1	0.004772456864
1346	1	0.004769178401
1347	1	0.004769147352
1348	1	0.00476913939
1349	1	0.004769113824
1350	1	0.004769081723
1351	1	0.004769081723
1352	1	0.004768974997
1353	1	0.004768944634
1354	1	0.004768904687
1355	1	0.00476877743
1356	1	0.004768754835
1357	1	0.004768724674
1358	1	0.004768656348
1359	1	0.004767973835
1360	1	0.004767967834
1361	1	0.004767937839
1362	1	0.004751186602
1363	1	0.004743770182
1364	1	0.004743159504
1365	1	0.004743143154
1366	1	0.004743104699
1367	1	0.004742764933
1368	1	0.004742547495
1369	1	0.004742506867
1370	1	0.004742456398
1371	1	0.004742430178
1372	1	0.004731813055
1373	1	0.004731394239
1374	1	0.00473130429
1375	1	0.004731263668
1376	1	0.004731260903
1377	1	0.004731236233
1378	1	0.004731174049
1379	1	0.004731165949
1380	1	0.004731163392
1381	1	0.004731142302
1382	1	0.004731114252
1383	1	0.004731019341
1384	1	0.004730981951
1385	1	0.004730745041
1386	1	0.004730745041
1387	1	0.004730728957
1388	1	0.004730728239
1389	1	0.004730365806
1390	1	0.004730322317
1391	1	0.004719395116
1392	1	0.004719384719
1393	1	0.004719359659
1394	1	0.004719346843
1395	1	0.004719221525
1396	1	0.004719168899
1397	1	0.004719081328
1398	1	0.004719058403
1399	1	0.004719029694
